State,Year,Quarter,district,registeredUsers
uttar-pradesh,2021,1,muzaffarnagar ,387177
uttar-pradesh,2021,1,ambedkar nagar ,259324
uttar-pradesh,2021,1,bahraich ,194163
uttar-pradesh,2021,1,jalaun ,195777
uttar-pradesh,2021,1,rampur ,211156
uttar-pradesh,2021,1,ballia ,412104
uttar-pradesh,2021,1,shravasti ,49462
uttar-pradesh,2021,1,kasganj ,134535
uttar-pradesh,2021,1,varanasi ,1079309
uttar-pradesh,2021,1,gautam buddha nagar ,2181874
uttar-pradesh,2021,1,basti ,275414
uttar-pradesh,2021,1,shamli ,163182
uttar-pradesh,2021,1,maharajganj ,279707
uttar-pradesh,2021,1,etawah ,213975
uttar-pradesh,2021,1,etah ,183538
uttar-pradesh,2021,1,banda ,131226
uttar-pradesh,2021,1,bijnor ,381195
uttar-pradesh,2021,1,hardoi ,272411
uttar-pradesh,2021,1,balrampur ,127631
uttar-pradesh,2021,1,amroha ,208607
uttar-pradesh,2021,1,pilibhit ,199023
uttar-pradesh,2021,1,mainpuri ,212294
uttar-pradesh,2021,1,kanpur dehat ,159123
uttar-pradesh,2021,1,jaunpur ,558808
uttar-pradesh,2021,1,kaushambi ,107994
uttar-pradesh,2021,1,hapur ,249914
uttar-pradesh,2021,1,hamirpur ,109551
uttar-pradesh,2021,1,meerut ,741901
uttar-pradesh,2021,1,mathura ,541676
uttar-pradesh,2021,1,chitrakoot ,76935
uttar-pradesh,2021,1,lalitpur ,132483
uttar-pradesh,2021,1,mau ,252570
uttar-pradesh,2021,1,mirzapur ,269927
uttar-pradesh,2021,1,bulandshahr ,461596
uttar-pradesh,2021,1,gonda ,261669
uttar-pradesh,2021,1,jhansi ,402240
uttar-pradesh,2021,1,chandauli ,259262
uttar-pradesh,2021,1,bhadohi ,196533
uttar-pradesh,2021,1,pratapgarh ,316627
uttar-pradesh,2021,1,saharanpur ,505178
uttar-pradesh,2021,1,bara banki ,249182
uttar-pradesh,2021,1,bareilly ,662143
uttar-pradesh,2021,1,sitapur ,338854
uttar-pradesh,2021,1,sultanpur ,258614
uttar-pradesh,2021,1,agra ,974389
uttar-pradesh,2021,1,fatehpur ,193171
uttar-pradesh,2021,1,rae bareli ,226301
uttar-pradesh,2021,1,firozabad ,353729
uttar-pradesh,2021,1,kheri ,380108
uttar-pradesh,2021,1,gorakhpur ,780306
uttar-pradesh,2021,1,unnao ,251530
uttar-pradesh,2021,1,prayagraj ,1143612
uttar-pradesh,2021,1,sonbhadra ,234618
uttar-pradesh,2021,1,ghazipur ,443311
uttar-pradesh,2021,1,farrukhabad ,198513
uttar-pradesh,2021,1,kannauj ,169332
uttar-pradesh,2021,1,azamgarh ,501473
uttar-pradesh,2021,1,ayodhya ,320746
uttar-pradesh,2021,1,deoria ,424347
uttar-pradesh,2021,1,ghaziabad ,1773332
uttar-pradesh,2021,2,amethi ,226201
uttar-pradesh,2021,2,siddharthnagar ,229685
uttar-pradesh,2021,2,auraiya ,174601
uttar-pradesh,2021,2,sambhal ,187852
uttar-pradesh,2021,2,kanpur nagar ,1176708
uttar-pradesh,2021,2,aligarh ,631792
uttar-pradesh,2021,2,mahoba ,92930
uttar-pradesh,2021,2,lucknow ,1937173
uttar-pradesh,2021,2,sant kabeer nagar ,177099
uttar-pradesh,2021,2,hathras ,212672
uttar-pradesh,2021,2,budaun ,248263
uttar-pradesh,2021,2,moradabad ,428908
uttar-pradesh,2021,2,kushinagar ,470229
uttar-pradesh,2021,2,baghpat ,222933
uttar-pradesh,2021,2,shahjahanpur ,286698
uttar-pradesh,2021,2,muzaffarnagar ,415595
uttar-pradesh,2021,2,ambedkar nagar ,279018
uttar-pradesh,2021,2,bahraich ,209657
uttar-pradesh,2021,2,jalaun ,211288
uttar-pradesh,2021,2,rampur ,227310
uttar-pradesh,2021,2,ballia ,442509
uttar-pradesh,2021,2,shravasti ,53629
uttar-pradesh,2021,2,kasganj ,145326
uttar-pradesh,2021,2,varanasi ,1154661
uttar-pradesh,2021,2,gautam buddha nagar ,2329954
uttar-pradesh,2021,2,basti ,296308
uttar-pradesh,2021,2,shamli ,175652
uttar-pradesh,2021,2,maharajganj ,301659
uttar-pradesh,2021,2,etawah ,230384
uttar-pradesh,2021,2,etah ,197793
uttar-pradesh,2021,2,banda ,141975
uttar-pradesh,2021,2,bijnor ,409603
uttar-pradesh,2021,2,hardoi ,294712
uttar-pradesh,2021,2,balrampur ,137921
uttar-pradesh,2021,2,amroha ,224885
uttar-pradesh,2021,2,pilibhit ,214517
uttar-pradesh,2021,2,mainpuri ,228922
uttar-pradesh,2021,2,kanpur dehat ,172133
uttar-pradesh,2021,2,jaunpur ,600794
uttar-pradesh,2021,2,kaushambi ,116606
uttar-pradesh,2021,2,hapur ,268188
uttar-pradesh,2021,2,hamirpur ,118257
uttar-pradesh,2021,2,meerut ,794314
uttar-pradesh,2021,2,mathura ,582001
uttar-pradesh,2021,2,chitrakoot ,83116
uttar-pradesh,2021,2,lalitpur ,142831
uttar-pradesh,2021,2,mau ,271232
uttar-pradesh,2021,2,mirzapur ,290357
uttar-pradesh,2021,2,bulandshahr ,496067
uttar-pradesh,2021,2,gonda ,281740
uttar-pradesh,2021,2,jhansi ,431055
uttar-pradesh,2021,2,chandauli ,278397
uttar-pradesh,2021,2,bhadohi ,211236
uttar-pradesh,2021,2,pratapgarh ,341118
uttar-pradesh,2021,2,saharanpur ,542340
uttar-pradesh,2021,2,bara banki ,268880
uttar-pradesh,2021,2,bareilly ,710778
uttar-pradesh,2021,2,sitapur ,366017
uttar-pradesh,2021,2,sultanpur ,278126
uttar-pradesh,2021,2,agra ,1044788
uttar-pradesh,2021,2,fatehpur ,208520
uttar-pradesh,2021,2,rae bareli ,243531
uttar-pradesh,2021,2,firozabad ,380885
uttar-pradesh,2021,2,kheri ,410053
uttar-pradesh,2021,2,gorakhpur ,835887
uttar-pradesh,2021,2,unnao ,271165
uttar-pradesh,2021,2,prayagraj ,1225800
uttar-pradesh,2021,2,sonbhadra ,252013
uttar-pradesh,2021,2,ghazipur ,476105
uttar-pradesh,2021,2,farrukhabad ,213759
uttar-pradesh,2021,2,kannauj ,182579
uttar-pradesh,2021,2,azamgarh ,538771
uttar-pradesh,2021,2,ayodhya ,344791
uttar-pradesh,2021,2,deoria ,455328
uttar-pradesh,2021,2,ghaziabad ,1895314
uttar-pradesh,2021,3,amethi ,245887
uttar-pradesh,2021,3,siddharthnagar ,249111
uttar-pradesh,2021,3,auraiya ,189321
uttar-pradesh,2021,3,sambhal ,203883
uttar-pradesh,2021,3,kanpur nagar ,1263050
uttar-pradesh,2021,3,aligarh ,681857
uttar-pradesh,2021,3,mahoba ,101383
uttar-pradesh,2021,3,lucknow ,2076033
uttar-pradesh,2021,3,sant kabeer nagar ,191948
uttar-pradesh,2021,3,hathras ,230320
uttar-pradesh,2021,3,budaun ,269703
uttar-pradesh,2021,3,moradabad ,462980
uttar-pradesh,2021,3,kushinagar ,508938
uttar-pradesh,2021,3,baghpat ,240441
uttar-pradesh,2021,3,shahjahanpur ,311858
uttar-pradesh,2021,3,muzaffarnagar ,448096
uttar-pradesh,2021,3,ambedkar nagar ,302263
uttar-pradesh,2021,3,bahraich ,227941
uttar-pradesh,2021,3,jalaun ,229155
uttar-pradesh,2021,3,rampur ,246230
uttar-pradesh,2021,3,ballia ,478324
uttar-pradesh,2021,3,shravasti ,58737
uttar-pradesh,2021,3,kasganj ,158052
uttar-pradesh,2021,3,varanasi ,1239725
uttar-pradesh,2021,3,gautam buddha nagar ,2496114
uttar-pradesh,2021,3,basti ,320806
uttar-pradesh,2021,3,shamli ,189790
uttar-pradesh,2021,3,maharajganj ,327438
uttar-pradesh,2021,3,etawah ,249385
uttar-pradesh,2021,3,etah ,214709
uttar-pradesh,2021,3,banda ,154581
uttar-pradesh,2021,3,bijnor ,442548
uttar-pradesh,2021,3,hardoi ,320513
uttar-pradesh,2021,3,balrampur ,149985
uttar-pradesh,2021,3,amroha ,243686
uttar-pradesh,2021,3,pilibhit ,232754
uttar-pradesh,2021,3,mainpuri ,248343
uttar-pradesh,2021,3,kanpur dehat ,187084
uttar-pradesh,2021,3,jaunpur ,650143
uttar-pradesh,2021,3,kaushambi ,126637
uttar-pradesh,2021,3,hapur ,288709
uttar-pradesh,2021,3,hamirpur ,128958
uttar-pradesh,2021,3,meerut ,853246
uttar-pradesh,2021,3,mathura ,628528
uttar-pradesh,2021,3,chitrakoot ,90553
uttar-pradesh,2021,3,lalitpur ,155272
uttar-pradesh,2021,3,mau ,292936
uttar-pradesh,2021,3,mirzapur ,314144
uttar-pradesh,2021,3,bulandshahr ,535699
uttar-pradesh,2021,3,gonda ,305366
uttar-pradesh,2021,3,jhansi ,464351
uttar-pradesh,2021,3,chandauli ,300595
uttar-pradesh,2021,3,bhadohi ,228222
uttar-pradesh,2021,3,pratapgarh ,369954
uttar-pradesh,2021,3,saharanpur ,584344
uttar-pradesh,2021,3,bara banki ,291376
uttar-pradesh,2021,3,bareilly ,766809
uttar-pradesh,2021,3,sitapur ,397389
uttar-pradesh,2021,3,sultanpur ,301325
uttar-pradesh,2021,3,agra ,1124720
uttar-pradesh,2021,3,fatehpur ,226873
uttar-pradesh,2021,3,rae bareli ,263613
uttar-pradesh,2021,3,firozabad ,412441
uttar-pradesh,2021,3,kheri ,446308
uttar-pradesh,2021,3,gorakhpur ,900171
uttar-pradesh,2021,3,unnao ,293971
uttar-pradesh,2021,3,prayagraj ,1320432
uttar-pradesh,2021,3,sonbhadra ,272567
uttar-pradesh,2021,3,ghazipur ,514893
uttar-pradesh,2021,3,farrukhabad ,231446
uttar-pradesh,2021,3,kannauj ,198231
uttar-pradesh,2021,3,azamgarh ,582049
uttar-pradesh,2021,3,ayodhya ,372839
uttar-pradesh,2021,3,deoria ,492048
uttar-pradesh,2021,3,ghaziabad ,2031752
uttar-pradesh,2021,4,amethi ,264472
uttar-pradesh,2021,4,siddharthnagar ,268126
uttar-pradesh,2021,4,auraiya ,203721
uttar-pradesh,2021,4,sambhal ,219722
uttar-pradesh,2021,4,kanpur nagar ,1349794
uttar-pradesh,2021,4,aligarh ,731096
uttar-pradesh,2021,4,mahoba ,109417
uttar-pradesh,2021,4,lucknow ,2215886
uttar-pradesh,2021,4,sant kabeer nagar ,206542
uttar-pradesh,2021,4,hathras ,247776
uttar-pradesh,2021,4,budaun ,290309
uttar-pradesh,2021,4,moradabad ,496358
uttar-pradesh,2021,4,kushinagar ,547287
uttar-pradesh,2021,4,baghpat ,257605
uttar-pradesh,2021,4,shahjahanpur ,336128
uttar-pradesh,2021,4,muzaffarnagar ,480240
uttar-pradesh,2021,4,ambedkar nagar ,325090
uttar-pradesh,2021,4,bahraich ,245502
uttar-pradesh,2021,4,jalaun ,246646
uttar-pradesh,2021,4,rampur ,264569
uttar-pradesh,2021,4,ballia ,513629
uttar-pradesh,2021,4,shravasti ,63555
uttar-pradesh,2021,4,kasganj ,170176
uttar-pradesh,2021,4,varanasi ,1325315
uttar-pradesh,2021,4,gautam buddha nagar ,2664034
uttar-pradesh,2021,4,basti ,344852
uttar-pradesh,2021,4,shamli ,203726
uttar-pradesh,2021,4,maharajganj ,352595
uttar-pradesh,2021,4,etawah ,267952
uttar-pradesh,2021,4,etah ,230890
uttar-pradesh,2021,4,banda ,166922
uttar-pradesh,2021,4,bijnor ,474546
uttar-pradesh,2021,4,hardoi ,345246
uttar-pradesh,2021,4,balrampur ,161496
uttar-pradesh,2021,4,amroha ,262094
uttar-pradesh,2021,4,pilibhit ,250203
uttar-pradesh,2021,4,mainpuri ,267320
uttar-pradesh,2021,4,kanpur dehat ,201743
uttar-pradesh,2021,4,jaunpur ,698280
uttar-pradesh,2021,4,kaushambi ,136353
uttar-pradesh,2021,4,hapur ,309228
uttar-pradesh,2021,4,hamirpur ,139019
uttar-pradesh,2021,4,meerut ,911852
uttar-pradesh,2021,4,mathura ,674711
uttar-pradesh,2021,4,chitrakoot ,97682
uttar-pradesh,2021,4,lalitpur ,167240
uttar-pradesh,2021,4,mau ,314297
uttar-pradesh,2021,4,mirzapur ,337415
uttar-pradesh,2021,4,bulandshahr ,574654
uttar-pradesh,2021,4,gonda ,328086
uttar-pradesh,2021,4,jhansi ,497457
uttar-pradesh,2021,4,chandauli ,322309
uttar-pradesh,2021,4,bhadohi ,245007
uttar-pradesh,2021,4,pratapgarh ,397596
uttar-pradesh,2021,4,saharanpur ,625876
uttar-pradesh,2021,4,bara banki ,313465
uttar-pradesh,2021,4,bareilly ,821986
uttar-pradesh,2021,4,sitapur ,428710
uttar-pradesh,2021,4,sultanpur ,323438
uttar-pradesh,2021,4,agra ,1204274
uttar-pradesh,2021,4,fatehpur ,244390
uttar-pradesh,2021,4,rae bareli ,282965
uttar-pradesh,2021,4,firozabad ,443735
uttar-pradesh,2021,4,kheri ,480851
uttar-pradesh,2021,4,gorakhpur ,964667
uttar-pradesh,2021,4,unnao ,316042
uttar-pradesh,2021,4,prayagraj ,1414447
uttar-pradesh,2021,4,sonbhadra ,292843
uttar-pradesh,2021,4,ghazipur ,552224
uttar-pradesh,2021,4,farrukhabad ,248877
uttar-pradesh,2021,4,kannauj ,213494
uttar-pradesh,2021,4,azamgarh ,624474
uttar-pradesh,2021,4,ayodhya ,399921
uttar-pradesh,2021,4,deoria ,528101
uttar-pradesh,2021,4,ghaziabad ,2169109
uttar-pradesh,2022,1,amethi ,283285
uttar-pradesh,2022,1,siddharthnagar ,286990
uttar-pradesh,2022,1,auraiya ,217723
uttar-pradesh,2022,1,sambhal ,234926
uttar-pradesh,2022,1,kanpur nagar ,1431918
uttar-pradesh,2022,1,aligarh ,778769
uttar-pradesh,2022,1,mahoba ,117391
uttar-pradesh,2022,1,lucknow ,2348173
uttar-pradesh,2022,1,sant kabeer nagar ,220942
uttar-pradesh,2022,1,hathras ,264734
uttar-pradesh,2022,1,budaun ,310467
uttar-pradesh,2022,1,moradabad ,528459
uttar-pradesh,2022,1,kushinagar ,585162
uttar-pradesh,2022,1,baghpat ,273913
uttar-pradesh,2022,1,shahjahanpur ,359822
uttar-pradesh,2022,1,muzaffarnagar ,510605
uttar-pradesh,2022,1,ambedkar nagar ,347805
uttar-pradesh,2022,1,bahraich ,262870
uttar-pradesh,2022,1,jalaun ,263573
uttar-pradesh,2022,1,rampur ,282442
uttar-pradesh,2022,1,ballia ,548285
uttar-pradesh,2022,1,shravasti ,68179
uttar-pradesh,2022,1,kasganj ,182189
uttar-pradesh,2022,1,varanasi ,1406056
uttar-pradesh,2022,1,gautam buddha nagar ,2822463
uttar-pradesh,2022,1,basti ,368788
uttar-pradesh,2022,1,shamli ,217044
uttar-pradesh,2022,1,maharajganj ,377520
uttar-pradesh,2022,1,etawah ,286261
uttar-pradesh,2022,1,etah ,246989
uttar-pradesh,2022,1,banda ,178647
uttar-pradesh,2022,1,bijnor ,505579
uttar-pradesh,2022,1,hardoi ,369745
uttar-pradesh,2022,1,balrampur ,172888
uttar-pradesh,2022,1,amroha ,279928
uttar-pradesh,2022,1,pilibhit ,267438
uttar-pradesh,2022,1,mainpuri ,285752
uttar-pradesh,2022,1,kanpur dehat ,215966
uttar-pradesh,2022,1,jaunpur ,745837
uttar-pradesh,2022,1,kaushambi ,146004
uttar-pradesh,2022,1,hapur ,328694
uttar-pradesh,2022,1,hamirpur ,148893
uttar-pradesh,2022,1,meerut ,967325
uttar-pradesh,2022,1,mathura ,719040
uttar-pradesh,2022,1,chitrakoot ,104504
uttar-pradesh,2022,1,lalitpur ,178791
uttar-pradesh,2022,1,mau ,335310
uttar-pradesh,2022,1,mirzapur ,359993
uttar-pradesh,2022,1,bulandshahr ,612406
uttar-pradesh,2022,1,gonda ,350931
uttar-pradesh,2022,1,jhansi ,529169
uttar-pradesh,2022,1,chandauli ,343632
uttar-pradesh,2022,1,bhadohi ,261266
uttar-pradesh,2022,1,pratapgarh ,425208
uttar-pradesh,2022,1,saharanpur ,665784
uttar-pradesh,2022,1,bara banki ,335222
uttar-pradesh,2022,1,bareilly ,875033
uttar-pradesh,2022,1,sitapur ,459091
uttar-pradesh,2022,1,sultanpur ,345466
uttar-pradesh,2022,1,agra ,1279852
uttar-pradesh,2022,1,fatehpur ,261545
uttar-pradesh,2022,1,rae bareli ,301965
uttar-pradesh,2022,1,firozabad ,473859
uttar-pradesh,2022,1,kheri ,514743
uttar-pradesh,2022,1,gorakhpur ,1027283
uttar-pradesh,2022,1,unnao ,337537
uttar-pradesh,2022,1,prayagraj ,1504572
uttar-pradesh,2022,1,sonbhadra ,312416
uttar-pradesh,2022,1,ghazipur ,589549
uttar-pradesh,2022,1,farrukhabad ,266001
uttar-pradesh,2022,1,kannauj ,228510
uttar-pradesh,2022,1,azamgarh ,666213
uttar-pradesh,2022,1,ayodhya ,426442
uttar-pradesh,2022,1,deoria ,563817
uttar-pradesh,2022,1,ghaziabad ,2298103
uttar-pradesh,2022,2,amethi ,300525
uttar-pradesh,2022,2,siddharthnagar ,304650
uttar-pradesh,2022,2,auraiya ,230779
uttar-pradesh,2022,2,sambhal ,249076
uttar-pradesh,2022,2,kanpur nagar ,1510491
uttar-pradesh,2022,2,aligarh ,824034
uttar-pradesh,2022,2,mahoba ,124427
uttar-pradesh,2022,2,lucknow ,2474317
uttar-pradesh,2022,2,sant kabeer nagar ,234372
uttar-pradesh,2022,2,hathras ,281014
uttar-pradesh,2022,2,budaun ,329179
uttar-pradesh,2022,2,moradabad ,558719
uttar-pradesh,2022,2,kushinagar ,621030
uttar-pradesh,2022,2,baghpat ,289373
uttar-pradesh,2022,2,shahjahanpur ,381911
uttar-pradesh,2022,2,muzaffarnagar ,539583
uttar-pradesh,2022,2,ambedkar nagar ,369511
uttar-pradesh,2022,2,bahraich ,278827
uttar-pradesh,2022,2,jalaun ,279182
uttar-pradesh,2022,2,rampur ,299289
uttar-pradesh,2022,2,ballia ,581226
uttar-pradesh,2022,2,shravasti ,72312
uttar-pradesh,2022,2,kasganj ,193531
uttar-pradesh,2022,2,varanasi ,1483315
uttar-pradesh,2022,2,gautam buddha nagar ,2973360
uttar-pradesh,2022,2,basti ,391480
uttar-pradesh,2022,2,shamli ,229756
uttar-pradesh,2022,2,maharajganj ,400839
uttar-pradesh,2022,2,etawah ,303513
uttar-pradesh,2022,2,etah ,262230
uttar-pradesh,2022,2,banda ,189165
uttar-pradesh,2022,2,bijnor ,534931
uttar-pradesh,2022,2,hardoi ,391720
uttar-pradesh,2022,2,balrampur ,183374
uttar-pradesh,2022,2,amroha ,296694
uttar-pradesh,2022,2,pilibhit ,283534
uttar-pradesh,2022,2,mainpuri ,303347
uttar-pradesh,2022,2,kanpur dehat ,229258
uttar-pradesh,2022,2,jaunpur ,790310
uttar-pradesh,2022,2,kaushambi ,154837
uttar-pradesh,2022,2,hapur ,347378
uttar-pradesh,2022,2,hamirpur ,157910
uttar-pradesh,2022,2,meerut ,1020429
uttar-pradesh,2022,2,mathura ,760584
uttar-pradesh,2022,2,chitrakoot ,110760
uttar-pradesh,2022,2,lalitpur ,189192
uttar-pradesh,2022,2,mau ,355194
uttar-pradesh,2022,2,mirzapur ,381259
uttar-pradesh,2022,2,bulandshahr ,648058
uttar-pradesh,2022,2,gonda ,371929
uttar-pradesh,2022,2,jhansi ,558926
uttar-pradesh,2022,2,chandauli ,363366
uttar-pradesh,2022,2,bhadohi ,276471
uttar-pradesh,2022,2,pratapgarh ,450876
uttar-pradesh,2022,2,saharanpur ,703431
uttar-pradesh,2022,2,bara banki ,355514
uttar-pradesh,2022,2,bareilly ,925536
uttar-pradesh,2022,2,sitapur ,487160
uttar-pradesh,2022,2,sultanpur ,366531
uttar-pradesh,2022,2,agra ,1351856
uttar-pradesh,2022,2,fatehpur ,277199
uttar-pradesh,2022,2,rae bareli ,319786
uttar-pradesh,2022,2,firozabad ,502113
uttar-pradesh,2022,2,kheri ,546247
uttar-pradesh,2022,2,gorakhpur ,1086399
uttar-pradesh,2022,2,unnao ,357565
uttar-pradesh,2022,2,prayagraj ,1590032
uttar-pradesh,2022,2,sonbhadra ,330599
uttar-pradesh,2022,2,ghazipur ,624588
uttar-pradesh,2022,2,farrukhabad ,282388
uttar-pradesh,2022,2,kannauj ,242692
uttar-pradesh,2022,2,azamgarh ,705372
uttar-pradesh,2022,2,ayodhya ,451594
uttar-pradesh,2022,2,deoria ,597729
uttar-pradesh,2022,2,ghaziabad ,2421605
uttar-pradesh,2022,3,amethi ,317320
uttar-pradesh,2022,3,siddharthnagar ,322050
uttar-pradesh,2022,3,auraiya ,243880
uttar-pradesh,2022,3,sambhal ,263057
uttar-pradesh,2022,3,kanpur nagar ,1592126
uttar-pradesh,2022,3,aligarh ,869751
uttar-pradesh,2022,3,mahoba ,131487
uttar-pradesh,2022,3,lucknow ,2604663
uttar-pradesh,2022,3,sant kabeer nagar ,248266
uttar-pradesh,2022,3,hathras ,297339
uttar-pradesh,2022,3,budaun ,347766
uttar-pradesh,2022,3,moradabad ,590056
uttar-pradesh,2022,3,kushinagar ,658326
uttar-pradesh,2022,3,baghpat ,305082
uttar-pradesh,2022,3,shahjahanpur ,403737
uttar-pradesh,2022,3,muzaffarnagar ,569122
uttar-pradesh,2022,3,ambedkar nagar ,391497
uttar-pradesh,2022,3,bahraich ,293586
uttar-pradesh,2022,3,jalaun ,294643
uttar-pradesh,2022,3,rampur ,316113
uttar-pradesh,2022,3,ballia ,615476
uttar-pradesh,2022,3,shravasti ,76201
uttar-pradesh,2022,3,kasganj ,204628
uttar-pradesh,2022,3,varanasi ,1563730
uttar-pradesh,2022,3,gautam buddha nagar ,3130224
uttar-pradesh,2022,3,basti ,414256
uttar-pradesh,2022,3,shamli ,242580
uttar-pradesh,2022,3,maharajganj ,424361
uttar-pradesh,2022,3,etawah ,320846
uttar-pradesh,2022,3,etah ,276844
uttar-pradesh,2022,3,banda ,199461
uttar-pradesh,2022,3,bijnor ,564365
uttar-pradesh,2022,3,hardoi ,413101
uttar-pradesh,2022,3,balrampur ,193583
uttar-pradesh,2022,3,amroha ,313538
uttar-pradesh,2022,3,pilibhit ,299722
uttar-pradesh,2022,3,mainpuri ,320417
uttar-pradesh,2022,3,kanpur dehat ,242363
uttar-pradesh,2022,3,jaunpur ,836999
uttar-pradesh,2022,3,kaushambi ,163634
uttar-pradesh,2022,3,hapur ,366537
uttar-pradesh,2022,3,hamirpur ,166804
uttar-pradesh,2022,3,meerut ,1075255
uttar-pradesh,2022,3,mathura ,803538
uttar-pradesh,2022,3,chitrakoot ,116747
uttar-pradesh,2022,3,lalitpur ,199494
uttar-pradesh,2022,3,mau ,375672
uttar-pradesh,2022,3,mirzapur ,402235
uttar-pradesh,2022,3,bulandshahr ,684412
uttar-pradesh,2022,3,gonda ,392403
uttar-pradesh,2022,3,jhansi ,589478
uttar-pradesh,2022,3,chandauli ,384127
uttar-pradesh,2022,3,bhadohi ,292737
uttar-pradesh,2022,3,pratapgarh ,476843
uttar-pradesh,2022,3,saharanpur ,741236
uttar-pradesh,2022,3,bara banki ,375287
uttar-pradesh,2022,3,bareilly ,977218
uttar-pradesh,2022,3,sitapur ,514752
uttar-pradesh,2022,3,sultanpur ,387814
uttar-pradesh,2022,3,agra ,1426154
uttar-pradesh,2022,3,fatehpur ,292522
uttar-pradesh,2022,3,rae bareli ,337333
uttar-pradesh,2022,3,firozabad ,531310
uttar-pradesh,2022,3,kheri ,577837
uttar-pradesh,2022,3,gorakhpur ,1148103
uttar-pradesh,2022,3,unnao ,376810
uttar-pradesh,2022,3,prayagraj ,1678668
uttar-pradesh,2022,3,sonbhadra ,348944
uttar-pradesh,2022,3,ghazipur ,660956
uttar-pradesh,2022,3,farrukhabad ,298591
uttar-pradesh,2022,3,kannauj ,256849
uttar-pradesh,2022,3,azamgarh ,746045
uttar-pradesh,2022,3,ayodhya ,476884
uttar-pradesh,2022,3,deoria ,632752
uttar-pradesh,2022,3,ghaziabad ,2549377
uttar-pradesh,2022,4,amethi ,331764
uttar-pradesh,2022,4,siddharthnagar ,336532
uttar-pradesh,2022,4,auraiya ,255605
uttar-pradesh,2022,4,sambhal ,275307
uttar-pradesh,2022,4,kanpur nagar ,1673173
uttar-pradesh,2022,4,aligarh ,912129
uttar-pradesh,2022,4,mahoba ,137382
uttar-pradesh,2022,4,lucknow ,2734333
uttar-pradesh,2022,4,sant kabeer nagar ,260490
uttar-pradesh,2022,4,hathras ,311414
uttar-pradesh,2022,4,budaun ,363274
uttar-pradesh,2022,4,moradabad ,619119
uttar-pradesh,2022,4,kushinagar ,690975
uttar-pradesh,2022,4,baghpat ,319482
uttar-pradesh,2022,4,shahjahanpur ,422458
uttar-pradesh,2022,4,muzaffarnagar ,596271
uttar-pradesh,2022,4,ambedkar nagar ,410216
uttar-pradesh,2022,4,bahraich ,306258
uttar-pradesh,2022,4,jalaun ,308934
uttar-pradesh,2022,4,rampur ,331077
uttar-pradesh,2022,4,ballia ,645949
uttar-pradesh,2022,4,shravasti ,79245
uttar-pradesh,2022,4,kasganj ,214531
uttar-pradesh,2022,4,varanasi ,1641943
uttar-pradesh,2022,4,gautam buddha nagar ,3286371
uttar-pradesh,2022,4,basti ,434060
uttar-pradesh,2022,4,shamli ,254021
uttar-pradesh,2022,4,maharajganj ,444905
uttar-pradesh,2022,4,etawah ,336655
uttar-pradesh,2022,4,etah ,289979
uttar-pradesh,2022,4,banda ,208349
uttar-pradesh,2022,4,bijnor ,590130
uttar-pradesh,2022,4,hardoi ,431274
uttar-pradesh,2022,4,balrampur ,202052
uttar-pradesh,2022,4,amroha ,328276
uttar-pradesh,2022,4,pilibhit ,313713
uttar-pradesh,2022,4,mainpuri ,335366
uttar-pradesh,2022,4,kanpur dehat ,253280
uttar-pradesh,2022,4,jaunpur ,877935
uttar-pradesh,2022,4,kaushambi ,171007
uttar-pradesh,2022,4,hapur ,384529
uttar-pradesh,2022,4,hamirpur ,174336
uttar-pradesh,2022,4,meerut ,1127324
uttar-pradesh,2022,4,mathura ,842841
uttar-pradesh,2022,4,chitrakoot ,121558
uttar-pradesh,2022,4,lalitpur ,208434
uttar-pradesh,2022,4,mau ,394376
uttar-pradesh,2022,4,mirzapur ,421064
